Arrival_or_Departure,Date_End_of_Quater,Year_Text,No_of_Visitors_to_Kenya,Visitors_by_Purpose,Period_Quater,Results_Status,OBJECTID
Arrivals,03/31/2006 12:00:00 AM,2006,61700,Visitors on Business,Q1,Actual,264
Arrivals,06/30/2006 12:00:00 AM,2006,456000,Visitors on Business,Q2,Actual,265
Arrivals,10/06/2000 12:00:00 AM,2006,59400,Visitors on Business,Q3,Actual,266
Arrivals,12/31/2006 12:00:00 AM,2006,59600,Visitors on Business,Q4,Actual,267
Arrivals,03/31/2007 12:00:00 AM,2007,756000,Visitors on Business,Q1,Actual,268
Arrivals,06/30/2007 12:00:00 AM,2007,51600,Visitors on Business,Q2,Actual,269
Arrivals,10/07/2000 12:00:00 AM,2007,64700,Visitors on Business,Q3,Actual,270
Arrivals,12/31/2007 12:00:00 AM,2007,50100,Visitors on Business,Q4,Actual,271
Arrivals,03/31/2008 12:00:00 AM,2008,20400,Visitors on Business,Q1,Actual,272
Arrivals,06/30/2008 12:00:00 AM,2008,18600,Visitors on Business,Q2,Actual,273
Arrivals,10/08/2000 12:00:00 AM,2008,33100,Visitors on Business,Q3,Actual,274
Arrivals,12/31/2008 12:00:00 AM,2008,37200,Visitors on Business,Q4,Actual,275
Arrivals,03/31/2009 12:00:00 AM,2009,38000,Visitors on Business,Q1,Actual,276
Arrivals,06/30/2009 12:00:00 AM,2009,44400,Visitors on Business,Q2,Actual,277
Arrivals,10/09/2000 12:00:00 AM,2009,40100,Visitors on Business,Q3,Actual,278
Arrivals,12/31/2009 12:00:00 AM,2009,46800,Visitors on Business,Q4,Actual,279
Arrivals,03/31/2010 12:00:00 AM,2010,59700,Visitors on Business,Q1,Actual,280
Arrivals,06/30/2010 12:00:00 AM,2010,48600,Visitors on Business,Q2,Actual,281
Arrivals,09/30/2010 12:00:00 AM,2010,62000,Visitors on Business,Q3,Actual,282
Arrivals,12/31/2010 12:00:00 AM,2010,58600,Visitors on Business,Q4,Actual,283
Arrivals,03/31/2011 12:00:00 AM,2011,63600,Visitors on Business,Q1,Actual,284
Arrivals,06/30/2011 12:00:00 AM,2011,56000,Visitors on Business,Q2,Actual,285
Arrivals,09/30/2011 12:00:00 AM,2011,50100,Visitors on Business,Q3,Actual,286
Arrivals,12/31/2011 12:00:00 AM,2011,62400,Visitors on Business,Q4,Actual,287
Arrivals,03/31/2012 12:00:00 AM,2012,68400,Visitors on Business,Q1,Actual,288
Arrivals,06/30/2012 12:00:00 AM,2012,58800,Visitors on Business,Q2,Actual,289
Arrivals,09/30/2012 12:00:00 AM,2012,55700,Visitors on Business,Q3,Actual,290
Arrivals,12/31/2012 12:00:00 AM,2012,53200,Visitors on Business,Q4,Actual,291
Arrivals,03/31/2013 12:00:00 AM,2013,45900,Visitors on Business,Q1,Actual,292
Arrivals,06/30/2013 12:00:00 AM,2013,47300,Visitors on Business,Q2,Actual,293
Arrivals,09/30/2013 12:00:00 AM,2013,41700,Visitors on Business,Q3,Actual,294
Arrivals,12/31/2013 12:00:00 AM,2013,55300,Visitors on Business,Q4,Actual,295
Arrivals,03/31/1995 12:00:00 AM,1995*,45900,Visitors on Business,Q1,Preliminary ,296
Arrivals,06/30/1995 12:00:00 AM,1995*,15400,Visitors on Business,Q2,Preliminary ,297
Arrivals,09/30/1995 12:00:00 AM,1995*,14500,Visitors on Business,Q3,Preliminary ,298
Arrivals,12/31/1995 12:00:00 AM,1995*,20300,Visitors on Business,Q4,Preliminary ,299
Arrivals,03/31/1999 12:00:00 AM,1999*,24500,Visitors on Business,Q1,Preliminary ,300
Arrivals,06/30/1999 12:00:00 AM,1999*,20700,Visitors on Business,Q2,Preliminary ,301
Arrivals,09/30/1999 12:00:00 AM,1999*,26200,Visitors on Business,Q3,Preliminary ,302
Arrivals,12/31/1999 12:00:00 AM,1999*,23000,Visitors on Business,Q4,Preliminary ,303
Arrivals,03/31/2004 12:00:00 AM,2004',51100,Visitors on Business,Q1,Preliminary ,304
Arrivals,06/30/2004 12:00:00 AM,2004',49300,Visitors on Business,Q2,Preliminary ,305
Arrivals,10/04/2000 12:00:00 AM,2004',70800,Visitors on Business,Q3,Preliminary ,306
Arrivals,12/31/2004 12:00:00 AM,2004*,75200,Visitors on Business,Q4,Preliminary ,307
Arrivals,03/31/2009 12:00:00 AM,2009*,44100,Visitors on Business,Q1,Preliminary ,308
Arrivals,06/30/2009 12:00:00 AM,2009*,46400,Visitors on Business,Q2,Preliminary ,309
Arrivals,10/09/2000 12:00:00 AM,2009*,46400,Visitors on Business,Q3,Preliminary ,310
Arrivals,12/31/2009 12:00:00 AM,2009*,43600,Visitors on Business,Q4,Preliminary ,311
Arrivals,03/31/2014 12:00:00 AM,2014*,50100,Visitors on Business,Q1,Preliminary ,312
Arrivals,06/30/2014 12:00:00 AM,2014*,38500,Visitors on Business,Q2,Preliminary ,313
Arrivals,09/30/2014 12:00:00 AM,2014*,43000,Visitors on Business,Q3,Preliminary ,314
Arrivals,12/31/2014 12:00:00 AM,2014*,35300,Visitors on Business,Q4,Preliminary ,315
Departures,12/31/1995 12:00:00 AM,1995*,29900,Visitors on Business,Q4,Preliminary ,316
Departures,12/31/1995 12:00:00 AM,1995,24800,Visitors on Business,Q4,Actual,317
Departures,12/31/1996 12:00:00 AM,1996,26000,Visitors on Business,Q4,Actual,318
Departures,12/31/1997 12:00:00 AM,1997,21300,Visitors on Business,Q4,Actual,319
Departures,12/31/1998 12:00:00 AM,1998,21800,Visitors on Business,Q4,Actual,320
Departures,12/31/1999 12:00:00 AM,1999*,23000,Visitors on Business,Q4,Preliminary ,321
Departures,12/31/2000 12:00:00 AM,2000,26200,Visitors on Business,Q4,Actual,322
Departures,12/31/2001 12:00:00 AM,2001,24600,Visitors on Business,Q4,Actual,323
Departures,12/31/2002 12:00:00 AM,2002,23000,Visitors on Business,Q4,Actual,324
Departures,12/31/2003 12:00:00 AM,2003,49300,Visitors on Business,Q4,Actual,325
Departures,12/31/2004 12:00:00 AM,2004*,75200,Visitors on Business,Q4,Preliminary ,326
Departures,12/31/2005 12:00:00 AM,2005,52400,Visitors on Business,Q4,Actual,327
Departures,12/31/2006 12:00:00 AM,2006,55000,Visitors on Business,Q4,Actual,328
Departures,03/31/2014 12:00:00 AM,2014*,53600,Visitors on Business,Q1,Preliminary ,329
Departures,12/31/2007 12:00:00 AM,2007,53900,Visitors on Business,Q4,Actual,330
Departures,06/30/2014 12:00:00 AM,2014*,45600,Visitors on Business,Q2,Preliminary ,331
Departures,12/31/2008 12:00:00 AM,2008,38100,Visitors on Business,Q4,Actual,332
Departures,09/30/2014 12:00:00 AM,2014*,45700,Visitors on Business,Q3,Preliminary ,333
Departures,12/31/2009 12:00:00 AM,2009*,46800,Visitors on Business,Q4,Preliminary ,334
Departures,12/31/2014 12:00:00 AM,2014*,48100,Visitors on Business,Q4,Preliminary ,335
Departures,03/31/1991 12:00:00 AM,1991,16400,Visitors on Business,Q1,Actual,336
Departures,03/31/1992 12:00:00 AM,1992,20700,Visitors on Business,Q1,Actual,337
Departures,03/31/1993 12:00:00 AM,1993,18200,Visitors on Business,Q1,Actual,338
Departures,03/31/1994 12:00:00 AM,1994,22900,Visitors on Business,Q1,Actual,339
Departures,03/31/1995 12:00:00 AM,1995*,14500,Visitors on Business,Q1,Preliminary ,340
Departures,03/31/1995 12:00:00 AM,1995,27100,Visitors on Business,Q1,Actual,341
Departures,03/31/1996 12:00:00 AM,1996,27100,Visitors on Business,Q1,Actual,342
Departures,03/31/1997 12:00:00 AM,1997,28000,Visitors on Business,Q1,Actual,343
Departures,03/31/1998 12:00:00 AM,1998,22900,Visitors on Business,Q1,Actual,344
Departures,03/31/1999 12:00:00 AM,1999*,24800,Visitors on Business,Q1,Preliminary ,345
Departures,03/31/2000 12:00:00 AM,2000,24600,Visitors on Business,Q1,Actual,346
Departures,03/31/2001 12:00:00 AM,2001,25300,Visitors on Business,Q1,Actual,347
Departures,03/31/2002 12:00:00 AM,2002,26100,Visitors on Business,Q1,Actual,348
Departures,03/31/2003 12:00:00 AM,2003,34700,Visitors on Business,Q1,Actual,349
Departures,03/31/2004 12:00:00 AM,2004*,51100,Visitors on Business,Q1,Preliminary ,350
Departures,03/31/2005 12:00:00 AM,2005,50800,Visitors on Business,Q1,Actual,351
Departures,03/31/2006 12:00:00 AM,2006,56700,Visitors on Business,Q1,Actual,352
Departures,03/31/2007 12:00:00 AM,2007,65500,Visitors on Business,Q1,Actual,353
Departures,03/31/2008 12:00:00 AM,2008,18900,Visitors on Business,Q1,Actual,354
Departures,03/31/2009 12:00:00 AM,2009*,38000,Visitors on Business,Q1,Preliminary ,355
Departures,06/30/1991 12:00:00 AM,1991,17900,Visitors on Business,Q2,Actual,356
Departures,06/30/1992 12:00:00 AM,1992,21900,Visitors on Business,Q2,Actual,357
Departures,06/30/1993 12:00:00 AM,1993,22700,Visitors on Business,Q2,Actual,358
Departures,06/30/1994 12:00:00 AM,1994,33200,Visitors on Business,Q2,Actual,359
Departures,06/30/1995 12:00:00 AM,1995*,23500,Visitors on Business,Q2,Preliminary ,360
Departures,06/30/1995 12:00:00 AM,1995,22700,Visitors on Business,Q2,Actual,361
Departures,06/30/1996 12:00:00 AM,1996,23200,Visitors on Business,Q2,Actual,362
Departures,06/30/1997 12:00:00 AM,1997,20100,Visitors on Business,Q2,Actual,363
Departures,06/30/1998 12:00:00 AM,1998,19300,Visitors on Business,Q2,Actual,364
Departures,06/30/1999 12:00:00 AM,1999*,20900,Visitors on Business,Q2,Preliminary ,365
Departures,06/30/2000 12:00:00 AM,2000,20900,Visitors on Business,Q2,Actual,366
Departures,06/30/2001 12:00:00 AM,2001,18900,Visitors on Business,Q2,Actual,367
Departures,06/30/2002 12:00:00 AM,2002,17100,Visitors on Business,Q2,Actual,368
Departures,06/30/2003 12:00:00 AM,2003,44700,Visitors on Business,Q2,Actual,369
Departures,06/30/2004 12:00:00 AM,2004*,49300,Visitors on Business,Q2,Preliminary ,370
Departures,06/30/2005 12:00:00 AM,2005,43600,Visitors on Business,Q2,Actual,371
Departures,06/30/2006 12:00:00 AM,2006,47900,Visitors on Business,Q2,Actual,372
Departures,06/30/2007 12:00:00 AM,2007,49100,Visitors on Business,Q2,Actual,373
Departures,06/30/2008 12:00:00 AM,2008,19900,Visitors on Business,Q2,Actual,374
Departures,06/30/2009 12:00:00 AM,2009*,44400,Visitors on Business,Q2,Preliminary ,375
Departures,09/30/1991 12:00:00 AM,1991,17800,Visitors on Business,Q3,Actual,376
Departures,09/30/1992 12:00:00 AM,1992,22800,Visitors on Business,Q3,Actual,377
Departures,09/30/1993 12:00:00 AM,1993,21000,Visitors on Business,Q3,Actual,378
Departures,09/30/1994 12:00:00 AM,1994,26000,Visitors on Business,Q3,Actual,379
Departures,09/30/1995 12:00:00 AM,1995*,20500,Visitors on Business,Q3,Preliminary ,380
Departures,03/31/2010 12:00:00 AM,2010,40000,Visitors on Business,Q1,Actual,381
Departures,09/30/1995 12:00:00 AM,1995,24600,Visitors on Business,Q3,Actual,382
Departures,06/30/2010 12:00:00 AM,2010,45300,Visitors on Business,Q2,Actual,383
Departures,09/30/1996 12:00:00 AM,1996,24800,Visitors on Business,Q3,Actual,384
Departures,09/30/2010 12:00:00 AM,2010,41600,Visitors on Business,Q3,Actual,385
Departures,09/30/1997 12:00:00 AM,1997,24600,Visitors on Business,Q3,Actual,386
Departures,12/31/2010 12:00:00 AM,2010,46200,Visitors on Business,Q4,Actual,387
Departures,09/30/1998 12:00:00 AM,1998,21000,Visitors on Business,Q3,Actual,388
Departures,03/31/2011 12:00:00 AM,2011,56900,Visitors on Business,Q1,Actual,389
Departures,09/30/1999 12:00:00 AM,1999*,25000,Visitors on Business,Q3,Preliminary ,390
Departures,06/30/2011 12:00:00 AM,2011,52400,Visitors on Business,Q2,Actual,391
Departures,09/30/2000 12:00:00 AM,2000,26600,Visitors on Business,Q3,Actual,392
Departures,09/30/2011 12:00:00 AM,2011,31400,Visitors on Business,Q3,Actual,393
Departures,09/30/2001 12:00:00 AM,2001,23300,Visitors on Business,Q3,Actual,394
Departures,12/31/2011 12:00:00 AM,2011,57500,Visitors on Business,Q4,Actual,395
Departures,09/30/2002 12:00:00 AM,2002,20400,Visitors on Business,Q3,Actual,396
Departures,03/31/2012 12:00:00 AM,2012,54100,Visitors on Business,Q1,Actual,397
Departures,09/30/2003 12:00:00 AM,2003,53400,Visitors on Business,Q3,Actual,398
Departures,06/30/2012 12:00:00 AM,2012,53700,Visitors on Business,Q2,Actual,399
Departures,09/30/2004 12:00:00 AM,2004*,70800,Visitors on Business,Q3,Preliminary ,400
Departures,09/30/2012 12:00:00 AM,2012,46000,Visitors on Business,Q3,Actual,401
Departures,09/30/2005 12:00:00 AM,2005,54800,Visitors on Business,Q3,Actual,402
Departures,12/31/2012 12:00:00 AM,2012,47800,Visitors on Business,Q4,Actual,403
Departures,09/30/2006 12:00:00 AM,2006,59900,Visitors on Business,Q3,Actual,404
Departures,03/31/2013 12:00:00 AM,2013,51700,Visitors on Business,Q1,Actual,405
Departures,09/30/2007 12:00:00 AM,2007,63800,Visitors on Business,Q3,Actual,406
Departures,06/30/2013 12:00:00 AM,2013,57100,Visitors on Business,Q2,Actual,407
Departures,09/30/2008 12:00:00 AM,2008,31900,Visitors on Business,Q3,Actual,408
Departures,09/30/2013 12:00:00 AM,2013,40500,Visitors on Business,Q3,Actual,409
Departures,09/30/2009 12:00:00 AM,2009*,40100,Visitors on Business,Q3,Preliminary ,410
Departures,12/31/2013 12:00:00 AM,2013,53000,Visitors on Business,Q4,Actual,411
Departures,12/31/1991 12:00:00 AM,1991,16400,Visitors on Business,Q4,Actual,412
Departures,12/31/1992 12:00:00 AM,1992,16300,Visitors on Business,Q4,Actual,413
Departures,12/31/1993 12:00:00 AM,1993,30000,Visitors on Business,Q4,Actual,414
Departures,12/31/1994 12:00:00 AM,1994,32600,Visitors on Business,Q4,Actual,415
Arrivals,03/31/2005 12:00:00 AM,2005,22200,Visitors in Transit,Q1,Actual,416
Arrivals,06/30/1991 12:00:00 AM,1991,5100,Visitors in Transit,Q2,Actual,417
Arrivals,09/30/1991 12:00:00 AM,1991,13200,Visitors in Transit,Q3,Actual,418
Arrivals,12/31/1991 12:00:00 AM,1991,12500,Visitors in Transit,Q4,Actual,419
Arrivals,03/31/1992 12:00:00 AM,1992,19200,Visitors in Transit,Q1,Actual,420
Arrivals,06/30/1992 12:00:00 AM,1992,14700,Visitors in Transit,Q2,Actual,421
Arrivals,09/30/1992 12:00:00 AM,1992,8600,Visitors in Transit,Q3,Actual,422
Arrivals,12/31/1992 12:00:00 AM,1992,8300,Visitors in Transit,Q4,Actual,423
Arrivals,03/31/1993 12:00:00 AM,1993,12000,Visitors in Transit,Q1,Actual,424
Arrivals,06/30/1993 12:00:00 AM,1993,9600,Visitors in Transit,Q2,Actual,425
Arrivals,09/30/1993 12:00:00 AM,1993,12700,Visitors in Transit,Q3,Actual,426
Arrivals,12/31/1993 12:00:00 AM,1993,12500,Visitors in Transit,Q4,Actual,427
Arrivals,03/31/1994 12:00:00 AM,1994,27800,Visitors in Transit,Q1,Actual,428
Arrivals,06/30/1994 12:00:00 AM,1994,8700,Visitors in Transit,Q2,Actual,429
Arrivals,09/30/1994 12:00:00 AM,1994,11600,Visitors in Transit,Q3,Actual,430
Arrivals,12/31/1994 12:00:00 AM,1994,10100,Visitors in Transit,Q4,Actual,431
Arrivals,03/31/1995 12:00:00 AM,1995,13800,Visitors in Transit,Q1,Actual,432
Arrivals,06/30/1995 12:00:00 AM,1995,13900,Visitors in Transit,Q2,Actual,433
Arrivals,09/30/1995 12:00:00 AM,1995,14100,Visitors in Transit,Q3,Actual,434
Arrivals,12/31/1995 12:00:00 AM,1995,14000,Visitors in Transit,Q4,Actual,435
Arrivals,03/31/1996 12:00:00 AM,1996,12100,Visitors in Transit,Q1,Actual,436
Arrivals,06/30/1996 12:00:00 AM,1996,12000,Visitors in Transit,Q2,Actual,437
Arrivals,09/30/1996 12:00:00 AM,1996,17200,Visitors in Transit,Q3,Actual,438
Arrivals,12/31/1996 12:00:00 AM,1996,14900,Visitors in Transit,Q4,Actual,439
Arrivals,03/31/1997 12:00:00 AM,1997,14200,Visitors in Transit,Q1,Actual,440
Arrivals,06/30/1997 12:00:00 AM,1997,15500,Visitors in Transit,Q2,Actual,441
Arrivals,09/30/1997 12:00:00 AM,1997,20400,Visitors in Transit,Q3,Actual,442
Arrivals,12/31/1997 12:00:00 AM,1997,22200,Visitors in Transit,Q4,Actual,443
Arrivals,03/31/1998 12:00:00 AM,1998,34100,Visitors in Transit,Q1,Actual,444
Arrivals,06/30/1998 12:00:00 AM,1998,20600,Visitors in Transit,Q2,Actual,445
Arrivals,09/30/1998 12:00:00 AM,1998,23100,Visitors in Transit,Q3,Actual,446
Arrivals,12/31/1998 12:00:00 AM,1998,24100,Visitors in Transit,Q4,Actual,447
Arrivals,03/31/1999 12:00:00 AM,1999,27600,Visitors in Transit,Q1,Actual,448
Arrivals,06/30/1999 12:00:00 AM,1999,24400,Visitors in Transit,Q2,Actual,449
Arrivals,09/30/1999 12:00:00 AM,1999,29100,Visitors in Transit,Q3,Actual,450
Arrivals,12/31/1999 12:00:00 AM,1999,26300,Visitors in Transit,Q4,Actual,451
Arrivals,03/31/2000 12:00:00 AM,2000,41200,Visitors in Transit,Q1,Actual,452
Arrivals,06/30/2000 12:00:00 AM,2000,33000,Visitors in Transit,Q2,Actual,453
Arrivals,09/30/2000 12:00:00 AM,2000,32600,Visitors in Transit,Q3,Actual,454
Arrivals,12/31/2000 12:00:00 AM,2000,31700,Visitors in Transit,Q4,Actual,455
Arrivals,03/31/2001 12:00:00 AM,2001,39400,Visitors in Transit,Q1,Actual,456
Arrivals,06/30/2001 12:00:00 AM,2001,38500,Visitors in Transit,Q2,Actual,457
Arrivals,10/01/2000 12:00:00 AM,2001,37700,Visitors in Transit,Q3,Actual,458
Arrivals,12/31/2001 12:00:00 AM,2001,37000,Visitors in Transit,Q4,Actual,459
Arrivals,03/31/2002 12:00:00 AM,2002,47000,Visitors in Transit,Q1,Actual,460
Arrivals,06/30/2002 12:00:00 AM,2002,42700,Visitors in Transit,Q2,Actual,461
Arrivals,10/02/2000 12:00:00 AM,2002,37400,Visitors in Transit,Q3,Actual,462
Arrivals,12/31/2002 12:00:00 AM,2002,36200,Visitors in Transit,Q4,Actual,463
Arrivals,03/31/2003 12:00:00 AM,2003,51900,Visitors in Transit,Q1,Actual,464
Arrivals,06/30/2003 12:00:00 AM,2003,48200,Visitors in Transit,Q2,Actual,465
Arrivals,10/03/2000 12:00:00 AM,2003,62100,Visitors in Transit,Q3,Actual,466
Arrivals,12/31/2003 12:00:00 AM,2003,56900,Visitors in Transit,Q4,Actual,467
Arrivals,03/31/1991 12:00:00 AM,1991,7500,Visitors in Transit,Q1,Actual,468
Arrivals,06/30/2005 12:00:00 AM,2005,17900,Visitors in Transit,Q2,Actual,469
Arrivals,10/05/2000 12:00:00 AM,2005,24200,Visitors in Transit,Q3,Actual,470
Arrivals,12/31/2005 12:00:00 AM,2005,156000,Visitors in Transit,Q4,Actual,471
Arrivals,03/31/2006 12:00:00 AM,2006,36000,Visitors in Transit,Q1,Actual,472
Arrivals,06/30/2006 12:00:00 AM,2006,28400,Visitors in Transit,Q2,Actual,473
Arrivals,10/06/2000 12:00:00 AM,2006,386000,Visitors in Transit,Q3,Actual,474
Arrivals,12/31/2006 12:00:00 AM,2006,34200,Visitors in Transit,Q4,Actual,475
Arrivals,03/31/2007 12:00:00 AM,2007,41200,Visitors in Transit,Q1,Actual,476
Arrivals,06/30/2007 12:00:00 AM,2007,31300,Visitors in Transit,Q2,Actual,477
Arrivals,10/07/2000 12:00:00 AM,2007,28200,Visitors in Transit,Q3,Actual,478
Arrivals,12/31/2007 12:00:00 AM,2007,30200,Visitors in Transit,Q4,Actual,479
Arrivals,03/31/2008 12:00:00 AM,2008,5800,Visitors in Transit,Q1,Actual,480
Arrivals,06/30/2008 12:00:00 AM,2008,136000,Visitors in Transit,Q2,Actual,481
Arrivals,10/08/2000 12:00:00 AM,2008,20800,Visitors in Transit,Q3,Actual,482
Arrivals,12/31/2008 12:00:00 AM,2008,216000,Visitors in Transit,Q4,Actual,483
Arrivals,03/31/2009 12:00:00 AM,2009,22900,Visitors in Transit,Q1,Actual,484
Arrivals,06/30/2009 12:00:00 AM,2009,17200,Visitors in Transit,Q2,Actual,485
Arrivals,10/09/2000 12:00:00 AM,2009,32100,Visitors in Transit,Q3,Actual,486
Arrivals,12/31/2009 12:00:00 AM,2009,25300,Visitors in Transit,Q4,Actual,487
Arrivals,03/31/2010 12:00:00 AM,2010,34200,Visitors in Transit,Q1,Actual,488
Arrivals,06/30/2010 12:00:00 AM,2010,32200,Visitors in Transit,Q2,Actual,489
Arrivals,09/30/2010 12:00:00 AM,2010,40000,Visitors in Transit,Q3,Actual,490
Arrivals,12/31/2010 12:00:00 AM,2010,33200,Visitors in Transit,Q4,Actual,491
Arrivals,03/31/2011 12:00:00 AM,2011,22200,Visitors in Transit,Q1,Actual,492
Arrivals,06/30/2011 12:00:00 AM,2011,21100,Visitors in Transit,Q2,Actual,493
Arrivals,09/30/2011 12:00:00 AM,2011,15300,Visitors in Transit,Q3,Actual,494
Arrivals,12/31/2011 12:00:00 AM,2011,14200,Visitors in Transit,Q4,Actual,495
Arrivals,03/31/2012 12:00:00 AM,2012,21400,Visitors in Transit,Q1,Actual,496
Arrivals,06/30/2012 12:00:00 AM,2012,22600,Visitors in Transit,Q2,Actual,497
Arrivals,09/30/2012 12:00:00 AM,2012,27000,Visitors in Transit,Q3,Actual,498
Arrivals,12/31/2012 12:00:00 AM,2012,20900,Visitors in Transit,Q4,Actual,499
Arrivals,03/31/2013 12:00:00 AM,2013,22500,Visitors in Transit,Q1,Actual,500
Arrivals,06/30/2013 12:00:00 AM,2013,21800,Visitors in Transit,Q2,Actual,501
Arrivals,09/30/2013 12:00:00 AM,2013,20800,Visitors in Transit,Q3,Actual,502
Arrivals,12/31/2013 12:00:00 AM,2013,21100,Visitors in Transit,Q4,Actual,503
Arrivals,03/31/1995 12:00:00 AM,1995*,13400,Visitors in Transit,Q1,Preliminary ,504
Arrivals,06/30/1995 12:00:00 AM,1995*,13500,Visitors in Transit,Q2,Preliminary ,505
Arrivals,09/30/1995 12:00:00 AM,1995*,13500,Visitors in Transit,Q3,Preliminary ,506
Arrivals,12/31/1995 12:00:00 AM,1995*,13500,Visitors in Transit,Q4,Preliminary ,507
Arrivals,03/31/1999 12:00:00 AM,1999*,27600,Visitors in Transit,Q1,Preliminary ,508
Arrivals,06/30/1999 12:00:00 AM,1999*,24400,Visitors in Transit,Q2,Preliminary ,509
Arrivals,09/30/1999 12:00:00 AM,1999*,29100,Visitors in Transit,Q3,Preliminary ,510
Arrivals,12/31/1999 12:00:00 AM,1999*,26300,Visitors in Transit,Q4,Preliminary ,511
Arrivals,03/31/2004 12:00:00 AM,2004',47300,Visitors in Transit,Q1,Preliminary ,512
Arrivals,06/30/2004 12:00:00 AM,2004',28800,Visitors in Transit,Q2,Preliminary ,513
Arrivals,10/04/2000 12:00:00 AM,2004',46900,Visitors in Transit,Q3,Preliminary ,514
Arrivals,12/31/2004 12:00:00 AM,2004*,39200,Visitors in Transit,Q4,Preliminary ,515
Arrivals,03/31/2009 12:00:00 AM,2009*,216000,Visitors in Transit,Q1,Preliminary ,516
Arrivals,06/30/2009 12:00:00 AM,2009*,23800,Visitors in Transit,Q2,Preliminary ,517
Arrivals,10/09/2000 12:00:00 AM,2009*,29300,Visitors in Transit,Q3,Preliminary ,518
Arrivals,12/31/2009 12:00:00 AM,2009*,23400,Visitors in Transit,Q4,Preliminary ,519
Arrivals,03/31/2014 12:00:00 AM,2014*,28500,Visitors in Transit,Q1,Preliminary ,520
Arrivals,06/30/2014 12:00:00 AM,2014*,22900,Visitors in Transit,Q2,Preliminary ,521
Arrivals,09/30/2014 12:00:00 AM,2014*,22200,Visitors in Transit,Q3,Preliminary ,522
Arrivals,12/31/2014 12:00:00 AM,2014*,15500,Visitors in Transit,Q4,Preliminary ,523
Departures,12/31/1995 12:00:00 AM,1995*,14700,Visitors in Transit,Q4,Preliminary ,524
Departures,12/31/1995 12:00:00 AM,1995,15100,Visitors in Transit,Q4,Actual,525
Departures,12/31/1996 12:00:00 AM,1996,12500,Visitors in Transit,Q4,Actual,526
Departures,12/31/1997 12:00:00 AM,1997,19100,Visitors in Transit,Q4,Actual,527
